,price
14964,915000.0
2584,369990.0
16606,360000.0
17938,325000.0
19412,635000.0
10548,199500.0
8725,625000.0
1818,550000.0
19362,445000.0
20248,286950.0
353,795000.0
12137,660000.0
19811,950000.0
1082,624000.0
1253,285000.0
8299,570000.0
1935,387500.0
14099,335750.0
4899,232000.0
10815,355000.0
5657,89000.0
15090,342500.0
19287,740000.0
3991,631000.0
3447,221000.0
6029,334000.0
12164,671000.0
1185,457000.0
18276,1410000.0
7780,450000.0
12830,550000.0
17809,822500.0
5804,176000.0
11685,1110000.0
12114,595000.0
6211,480000.0
2564,558000.0
2918,235000.0
14621,1600000.0
4595,390000.0
6876,346000.0
5157,407000.0
15736,454450.0
18611,340000.0
5321,432500.0
16417,632000.0
14893,850000.0
6693,475000.0
14217,335000.0
18235,790000.0
11823,549000.0
16413,489000.0
7513,216000.0
5142,474000.0
13302,850000.0
4993,243500.0
7747,349950.0
5155,279000.0
16112,570000.0
6423,176000.0
16827,331000.0
2291,650000.0
9955,312500.0
7527,225000.0
7932,733500.0
3603,495000.0
5094,279000.0
12827,545000.0
14942,590000.0
13753,474500.0
11228,324000.0
16084,429950.0
14167,183750.0
1659,368000.0
11597,845000.0
12575,365000.0
20537,623300.0
842,795000.0
2977,285000.0
4026,1600000.0
18705,535000.0
10961,343500.0
8476,540000.0
2091,638000.0
11537,535000.0
8570,279000.0
6367,460000.0
3063,1400000.0
13792,925000.0
8158,1250000.0
8360,286000.0
8986,727000.0
18080,625000.0
20877,579000.0
2633,595000.0
3297,414000.0
10569,272000.0
15658,590000.0
3220,395000.0
15443,618000.0
15218,538000.0
17045,451000.0
4100,544500.0
19317,988500.0
1236,355000.0
2900,219950.0
12644,868500.0
8474,640000.0
14,650000.0
5652,540000.0
4778,588500.0
2792,769000.0
2927,445000.0
11717,577000.0
16167,455000.0
5922,337500.0
19552,205000.0
13963,495000.0
11545,900000.0
13723,824000.0
11155,312000.0
17829,400000.0
19261,400000.0
19606,349990.0
2606,1110000.0
2858,400000.0
10084,575000.0
7760,218000.0
15180,1120000.0
17562,346500.0
5,257500.0
7563,597000.0
17107,560000.0
5012,1050000.0
12079,450000.0
19971,560000.0
14477,750000.0
7945,342888.0
10262,267500.0
8950,347000.0
7772,1200000.0
8852,275000.0
15262,525000.0
16116,402000.0
13103,370000.0
18738,485000.0
3362,697000.0
7592,387000.0
1938,156000.0
8939,1190000.0
16791,435000.0
9664,491000.0
4870,397500.0
20001,922755.0
19994,680000.0
3877,825050.0
15490,580000.0
13185,975000.0
13606,920000.0
2884,259500.0
3714,635000.0
17052,725000.0
3480,286300.0
8896,425000.0
5069,815000.0
18034,430000.0
3027,402500.0
1216,614000.0
14653,872500.0
10957,310000.0
9936,485000.0
11119,1070000.0
11315,219950.0
7346,475000.0
5465,1160000.0
7157,450000.0
4705,562200.0
20008,275000.0
11352,500000.0
568,685000.0
11036,440500.0
13726,950000.0
13021,594000.0
14016,299999.0
6053,248000.0
8826,304000.0
7792,825000.0
8426,155000.0
18534,252000.0
20631,1500000.0
20750,410000.0
6193,238950.0
12510,890000.0
4715,350000.0
18126,210000.0
18833,216500.0
17768,525000.0
2333,335000.0
2455,313000.0
20355,365000.0
10263,396800.0
19925,445000.0
2525,677100.0
1684,490000.0
10133,227950.0
11247,800000.0
5496,259950.0
5535,347500.0
15022,527500.0
6489,244500.0
4454,369900.0
7590,570000.0
19551,347500.0
18751,539000.0
9415,885000.0
6733,736500.0
461,460000.0
16561,413000.0
18190,445000.0
2613,320000.0
18224,540000.0
11287,205000.0
18995,921800.0
14359,289000.0
5364,302282.0
17219,749000.0
1991,884250.0
20096,253101.0
9198,365000.0
3946,685000.0
1575,440000.0
14825,1310000.0
7245,614905.0
1583,570000.0
1520,352000.0
8094,335000.0
1617,1230000.0
6027,630000.0
491,442000.0
3929,135000.0
15395,587000.0
17970,240000.0
4446,626500.0
1330,503000.0
18893,210000.0
5416,874000.0
9451,900000.0
16950,199500.0
13777,545000.0
18876,267000.0
5058,589950.0
3582,705000.0
9293,358000.0
14508,555950.0
19854,565000.0
2318,242000.0
5894,154950.0
18542,230000.0
405,563500.0
219,325000.0
4123,358803.0
10809,341000.0
8247,770000.0
18157,585000.0
17433,340000.0
6593,457500.0
2037,723000.0
1022,620000.0
14553,905000.0
15842,490000.0
14090,887200.0
266,331000.0
10904,236000.0
15580,550000.0
15185,465000.0
11827,197400.0
3827,155000.0
2821,380000.0
18068,455000.0
7442,760000.0
15951,699850.0
12642,358000.0
11513,447000.0
17549,550000.0
2742,350000.0
4665,375000.0
13402,875000.0
1263,255000.0
10017,581000.0
9003,323000.0
3584,360000.0
5524,837500.0
4723,572000.0
15047,320000.0
7568,1070000.0
16726,624900.0
4762,425000.0
11946,1550000.0
1668,445000.0
11048,745000.0
17419,300000.0
17487,259000.0
9058,625000.0
18478,399000.0
8416,361000.0
8285,535000.0
3517,634000.0
12704,255000.0
3833,790000.0
12441,575000.0
12187,670000.0
4708,332900.0
8503,1000000.0
3307,355000.0
6498,253000.0
6291,1340000.0
11507,419500.0
5440,535000.0
9634,655000.0
7175,583000.0
4111,534950.0
10138,410000.0
9838,495000.0
592,695000.0
15991,460000.0
758,715000.0
14792,640500.0
7946,555000.0
6557,539000.0
3383,434000.0
2806,772000.0
7685,440000.0
3592,222000.0
15727,380000.0
12483,539000.0
13214,557000.0
15411,500000.0
12120,735000.0
5088,515000.0
8327,564000.0
5617,386000.0
8083,536000.0
895,288400.0
19912,445000.0
7180,455000.0
9534,1740000.0
13810,352000.0
1225,590000.0
6408,941500.0
9163,287000.0
20375,670000.0
3333,749700.0
4754,266500.0
3619,255000.0
9586,495000.0
6955,467500.0
6110,426500.0
12620,255000.0
16357,346500.0
10259,449500.0
19592,270000.0
10199,516000.0
20399,223990.0
6775,725000.0
15548,734000.0
4860,764000.0
20169,447500.0
20548,299000.0
8143,749950.0
17318,330000.0
6266,284000.0
2222,635000.0
20276,580000.0
4679,679950.0
9334,1400000.0
3796,317000.0
2227,898000.0
3904,526000.0
945,469500.0
1274,110000.0
4464,898000.0
13052,440250.0
18097,340000.0
20395,800000.0
11351,206000.0
8460,270500.0
18001,480000.0
10075,495000.0
9760,510000.0
20674,553000.0
20321,521500.0
17046,315000.0
8487,270000.0
14479,898000.0
13384,670000.0
15333,409000.0
2788,685000.0
6268,280000.0
4901,803000.0
1180,320000.0
10172,545000.0
61,505000.0
7828,444950.0
15874,322968.0
12624,338950.0
6215,322000.0
5422,235000.0
3493,550000.0
7449,340000.0
10564,550000.0
1459,500000.0
12847,510000.0
8849,295000.0
18461,850000.0
5358,1150000.0
20787,495000.0
7539,459000.0
17780,323000.0
8072,415000.0
20477,1840000.0
14093,195000.0
111,272500.0
1586,272750.0
1395,302000.0
6759,433000.0
11853,570000.0
10734,200000.0
3889,227064.0
19947,389500.0
17272,565000.0
6930,570000.0
15117,319500.0
5620,1700000.0
14913,685000.0
4851,195000.0
16453,420000.0
14708,155000.0
19099,301500.0
16081,799500.0
11342,126000.0
4849,280000.0
3299,289950.0
17724,362500.0
367,595000.0
6036,335950.0
8361,260000.0
13740,602500.0
15170,825000.0
3032,700000.0
18991,380000.0
3903,212500.0
6179,2900000.0
2094,1090000.0
6962,352500.0
15230,485000.0
13700,619000.0
4469,289950.0
2182,235000.0
3856,2400000.0
4459,2490000.0
6601,450000.0
8059,875000.0
15659,264500.0
8743,329800.0
10443,729000.0
20239,1150000.0
1829,375000.0
8229,553000.0
14431,875000.0
15324,1520000.0
6086,950000.0
4785,239000.0
19272,380000.0
6580,203000.0
6066,320000.0
5838,312000.0
7724,250000.0
2245,264900.0
1484,250000.0
6088,760000.0
19946,1060000.0
16186,336000.0
4545,650000.0
18110,475000.0
9868,270000.0
3647,586000.0
4929,308130.0
5504,325000.0
17480,435000.0
13804,960000.0
14481,385000.0
3831,580000.0
12968,629500.0
9263,270000.0
8087,400000.0
13976,400000.0
12308,320000.0
10126,325000.0
4915,619000.0
13765,175000.0
16680,349900.0
17444,285500.0
6690,345000.0
19516,660000.0
7029,440000.0
9620,1050000.0
10584,279900.0
468,525000.0
27,438000.0
7515,575000.0
19217,979000.0
4147,402500.0
16289,446000.0
805,249900.0
17783,419995.0
10030,1230000.0
2342,355000.0
8141,349950.0
18380,540000.0
14136,333000.0
7708,895000.0
1143,423000.0
11143,765000.0
2737,724950.0
15424,268950.0
8545,347000.0
4685,700000.0
8781,575000.0
12268,252000.0
8913,529000.0
13085,310000.0
16744,147500.0
9114,225000.0
17499,925000.0
5964,300000.0
985,520000.0
20376,487000.0
17269,249500.0
3742,418000.0
6583,320000.0
12759,500000.0
83,315000.0
19384,415000.0
925,700000.0
6584,599000.0
13346,253200.0
1003,980000.0
13412,500000.0
10527,372500.0
11265,510000.0
1448,355000.0
9748,550000.0
15481,215000.0
10567,450000.0
17467,410000.0
15732,730000.0
2536,536000.0
5349,540400.0
17164,325000.0
20124,469000.0
8260,315000.0
16949,605000.0
17218,424000.0
14392,630000.0
2798,205000.0
12788,910000.0
19513,516000.0
17608,3300000.0
6950,900000.0
7796,560000.0
13098,528000.0
2561,670000.0
8037,425000.0
5595,460000.0
17653,476000.0
2324,699000.0
12908,299950.0
12906,257500.0
4863,350000.0
13885,475000.0
9051,251200.0
19593,1300000.0
5441,980000.0
15392,299250.0
11466,615000.0
10791,750000.0
7182,605000.0
8962,410000.0
5341,587000.0
3730,265000.0
13978,159995.0
11682,295000.0
9100,329922.0
16398,284000.0
15068,400000.0
14272,255000.0
16622,640000.0
15756,329000.0
11098,500000.0
7315,300000.0
18730,805000.0
20377,769995.0
16169,239000.0
4502,650000.0
3980,260000.0
1351,635000.0
13241,300000.0
9229,570000.0
2163,990000.0
9090,549900.0
2896,210000.0
6627,332544.0
12147,370000.0
19218,625250.0
17526,240000.0
13391,838000.0
7241,565000.0
19057,689950.0
19969,524225.0
6323,365000.0
17539,271500.0
12606,435000.0
13959,475000.0
875,314950.0
3195,555000.0
20542,312000.0
13620,368000.0
9536,738000.0
13458,197000.0
10392,400000.0
4029,360000.0
6419,212000.0
4369,315000.0
9665,521000.0
3021,589000.0
9842,471000.0
18009,377000.0
4237,680000.0
15390,410000.0
16254,1650000.0
1047,825000.0
14992,349950.0
1851,432000.0
15159,346000.0
10083,375000.0
11264,665000.0
4353,274000.0
16365,420000.0
20590,645000.0
20332,294900.0
12637,385000.0
794,1100000.0
3745,450000.0
20303,580000.0
6886,360000.0
15937,675000.0
2802,455000.0
15511,226000.0
12303,335000.0
15142,355900.0
6661,255000.0
19348,475000.0
7033,474950.0
18256,280000.0
18115,180000.0
2194,775000.0
9132,213400.0
14507,240000.0
3042,316000.0
11489,335500.0
1043,356700.0
8486,509000.0
9645,1700000.0
18668,174900.0
1676,508000.0
18879,578000.0
9002,514000.0
7386,275000.0
18723,371000.0
8211,911100.0
1844,500000.0
4278,490000.0
3835,525000.0
1880,550000.0
3460,488250.0
8100,1010000.0
5025,162500.0
14381,383000.0
1775,380000.0
17232,330000.0
8960,715000.0
19734,729000.0
18095,425000.0
7331,163000.0
5271,325000.0
275,780000.0
18821,387000.0
5942,300000.0
2692,274900.0
19396,417000.0
17323,1600000.0
12074,627250.0
18400,346500.0
16149,221000.0
3075,365000.0
20636,999000.0
7745,278100.0
17485,705000.0
8306,635000.0
199,297000.0
4397,527200.0
8610,190500.0
554,300000.0
19100,949950.0
1886,800000.0
345,300000.0
6829,875000.0
14644,289000.0
19522,536751.0
14921,320000.0
4176,562000.0
2236,270000.0
2853,650000.0
6151,850000.0
7453,515000.0
5843,400000.0
18886,500000.0
580,399950.0
2154,205000.0
20871,330000.0
5339,428400.0
15565,465000.0
1791,765000.0
3692,495000.0
14720,480000.0
831,565000.0
10036,344900.0
15967,300000.0
13933,489000.0
16115,237000.0
15919,254000.0
2453,265000.0
16884,445000.0
14299,273950.0
13047,505000.0
19753,324500.0
360,315000.0
5007,710000.0
8421,525000.0
15011,1110000.0
289,446500.0
14957,610000.0
2375,290000.0
12262,640000.0
2055,400000.0
19247,380000.0
8818,190000.0
5082,226450.0
7723,420000.0
14993,395000.0
5725,1480000.0
15503,470000.0
20,2000000.0
9128,1700000.0
15791,390000.0
18549,209000.0
6389,299950.0
17606,390000.0
6538,394000.0
14412,430000.0
5386,1880000.0
15425,264500.0
9851,245000.0
16885,490000.0
5575,595000.0
4560,330000.0
18656,316000.0
16240,230000.0
19298,345000.0
11335,215000.0
18998,834950.0
17503,244000.0
12619,375000.0
8404,249000.0
11092,419000.0
17430,640000.0
5278,864000.0
18321,291000.0
14294,860000.0
8198,239950.0
5133,385000.0
20157,239800.0
3108,252000.0
7696,687500.0
11933,850000.0
863,209000.0
3254,350000.0
11253,900000.0
871,839900.0
10406,720000.0
1508,797000.0
2872,950000.0
4913,555000.0
13935,513000.0
9606,396000.0
19101,759990.0
16578,367500.0
6011,360000.0
10175,467000.0
4124,537000.0
3438,525000.0
14097,589000.0
8941,275000.0
2466,1600000.0
4216,501000.0
7885,186000.0
18728,290000.0
7103,849000.0
5375,450000.0
17223,275000.0
5613,653000.0
2734,478000.0
11836,325000.0
674,245000.0
1711,712000.0
8470,433000.0
11622,240000.0
14753,3640000.0
12529,487000.0
4789,815000.0
9647,262000.0
19878,379500.0
2899,200450.0
6935,700000.0
4035,410000.0
6674,355000.0
13211,449950.0
4990,623000.0
18629,981000.0
13665,810000.0
4257,375000.0
8523,571000.0
5473,329000.0
18519,635500.0
16403,225000.0
9561,350000.0
1254,360000.0
15722,400000.0
13114,289950.0
20798,400000.0
15847,935000.0
14004,645000.0
2122,250000.0
2673,1510000.0
14275,285000.0
9559,250000.0
11686,398000.0
12072,440000.0
6118,287000.0
3953,550000.0
1516,235000.0
17181,1320000.0
3611,200000.0
7589,475000.0
791,246500.0
18484,600000.0
1865,550000.0
7066,305000.0
6064,499000.0
337,320000.0
19921,376000.0
11573,685650.0
2344,737500.0
4004,320000.0
16908,240000.0
11623,415500.0
20846,589999.0
17612,818000.0
5706,750000.0
20721,389990.0
16177,442000.0
7017,415000.0
17242,850000.0
18079,375000.0
18214,1680000.0
11615,680000.0
14886,421000.0
7261,231000.0
16788,425000.0
248,245000.0
18829,1230000.0
1841,315000.0
33,322500.0
11584,897500.0
13818,400000.0
1076,275000.0
311,819900.0
19669,356250.0
13751,234000.0
10098,350000.0
19634,306000.0
5399,269000.0
10004,550000.0
10205,640000.0
16824,500000.0
16599,505000.0
17404,440000.0
239,363000.0
5158,364250.0
7831,330000.0
6700,315000.0
472,699900.0
7197,479000.0
9022,501000.0
20796,529000.0
5886,495000.0
15813,1190000.0
5270,372500.0
1745,477000.0
15004,500000.0
15803,890000.0
4256,1100000.0
5280,550000.0
18202,567500.0
14148,609000.0
7070,469950.0
7841,320600.0
9987,785000.0
1024,699000.0
4718,240000.0
11701,279900.0
12276,245000.0
16854,565000.0
2906,502000.0
16913,270000.0
11761,626000.0
18931,383962.0
15983,250000.0
1703,467500.0
20671,419500.0
2004,295000.0
6348,432000.0
3743,385000.0
7471,535500.0
369,270000.0
9395,690000.0
19695,420000.0
20714,569888.0
11464,260000.0
4203,352800.0
15157,128000.0
19007,1040000.0
8394,490500.0
12904,681716.0
10080,312000.0
6813,465000.0
10911,650000.0
14647,600000.0
20713,330000.0
10743,545000.0
17143,395000.0
13115,280000.0
9875,254000.0
20528,465000.0
9061,1050000.0
14190,274000.0
18947,739000.0
13898,615000.0
2357,409900.0
4664,525000.0
8794,675000.0
10843,264950.0
14013,250000.0
4127,219000.0
20236,329950.0
10946,313000.0
9538,280000.0
5707,230000.0
7474,565000.0
11979,660000.0
10331,280500.0
7176,575000.0
13720,947500.0
18016,352000.0
2124,783000.0
10052,847700.0
5659,490000.0
8288,435000.0
3976,545000.0
732,942500.0
15668,326000.0
5196,323000.0
14613,397950.0
3763,335000.0
79,390000.0
4561,1490000.0
2331,808900.0
4506,765000.0
13677,825000.0
333,309600.0
19263,450000.0
5180,244000.0
8614,740000.0
15664,585083.0
11117,250000.0
20278,110000.0
9070,820000.0
20450,398500.0
12834,717500.0
2188,610000.0
9653,465000.0
6834,350000.0
10329,460000.0
14630,308500.0
14324,622100.0
16099,367000.0
6177,345000.0
6247,320000.0
464,590000.0
10155,342000.0
4289,500000.0
12106,518000.0
10855,225000.0
12489,290000.0
13311,372000.0
9416,500000.0
5400,370000.0
214,1070000.0
16758,379000.0
18049,237950.0
4801,875000.0
12544,200000.0
4383,290000.0
20340,395000.0
3154,1000000.0
14321,907500.0
10936,285000.0
5049,382000.0
7003,204000.0
106,188500.0
10684,350000.0
19432,389000.0
3404,621500.0
5639,565000.0
7716,230000.0
16497,630000.0
9117,550000.0
18870,725000.0
14080,520000.0
6525,350000.0
15014,262000.0
6387,340000.0
20815,406000.0
5096,420000.0
12965,352500.0
13089,1780000.0
1528,332000.0
15238,550000.0
8280,287000.0
965,199950.0
14863,825000.0
9622,235000.0
1662,200000.0
455,342500.0
19646,399950.0
7053,445000.0
13119,409950.0
16829,855000.0
19959,261000.0
17283,430000.0
8196,332000.0
19829,515000.0
12269,515000.0
18208,419000.0
20692,320000.0
14146,229000.0
7112,325000.0
7981,350000.0
16550,425000.0
17946,339000.0
12887,325000.0
18794,523000.0
18852,330000.0
15357,249950.0
8114,359500.0
20861,540000.0
10425,450000.0
13262,220000.0
17135,425000.0
15606,560000.0
3646,169500.0
10835,427000.0
14563,159000.0
10071,1200000.0
173,425000.0
14133,419000.0
12423,240000.0
11941,488500.0
335,165000.0
5151,570000.0
17179,447000.0
14936,539500.0
11571,440000.0
1526,453500.0
399,268000.0
18462,352750.0
5388,235000.0
749,450000.0
611,426700.0
14959,1220000.0
12739,220000.0
516,160000.0
12733,225000.0
18835,492650.0
8057,320000.0
12292,281000.0
5175,572650.0
10421,710000.0
13617,294000.0
3008,250000.0
3087,525000.0
19271,452950.0
11735,895000.0
16229,550000.0
20499,530200.0
3187,294000.0
7836,560000.0
12519,169500.0
2030,1640000.0
11416,250000.0
245,455000.0
17280,718000.0
14007,290000.0
20460,950000.0
348,679900.0
14912,336750.0
11997,214950.0
16716,350000.0
16069,665000.0
18644,685000.0
19351,1400000.0
13719,299000.0
3736,341500.0
13387,430000.0
16085,347950.0
13144,965000.0
12054,498000.0
8544,261490.0
15236,325000.0
1562,750000.0
20740,485000.0
9366,357000.0
16782,160000.0
10790,463000.0
5623,759000.0
18643,655000.0
9299,360000.0
18962,669000.0
2755,660000.0
3212,247300.0
7401,365000.0
2694,179500.0
18662,310000.0
7138,584999.0
14064,548000.0
18399,425000.0
8103,565000.0
8145,235000.0
18909,359900.0
4721,475000.0
15925,397000.0
16688,490000.0
12616,590000.0
15386,275000.0
5965,471000.0
17555,542950.0
9616,485000.0
18890,1980000.0
62,549000.0
11467,730000.0
16847,250000.0
11292,210000.0
4096,562000.0
6459,650000.0
