,price
7917,525000.0
720,395000.0
1606,396000.0
16042,740000.0
7735,476500.0
1503,610000.0
16604,800000.0
6932,287000.0
6595,657500.0
5866,670000.0
4618,410000.0
10202,465000.0
20459,659950.0
3335,330000.0
208,592500.0
5359,250000.0
8735,397990.0
3633,286950.0
1504,828500.0
19325,447055.0
7948,480000.0
10709,450000.0
13868,579000.0
19739,461000.0
15164,1080000.0
2752,3600000.0
4999,355000.0
17567,552500.0
17191,535000.0
16368,445700.0
7353,805000.0
9729,270000.0
13977,532000.0
17637,475000.0
5754,315000.0
3366,980000.0
17188,530000.0
9815,775000.0
10489,550000.0
10909,857000.0
3018,178500.0
9282,350000.0
3733,730000.0
14081,330000.0
2140,275000.0
18499,655000.0
15838,525000.0
17165,290000.0
7215,425000.0
7535,615000.0
13908,519000.0
17173,488800.0
18624,250000.0
8149,285000.0
10170,770000.0
12727,490000.0
19984,394950.0
4770,611000.0
17123,225000.0
14402,205000.0
14345,295000.0
11244,299999.0
7305,563000.0
12663,453000.0
20578,459995.0
8657,400000.0
14639,220000.0
17743,470000.0
7733,390000.0
18545,517000.0
3263,225000.0
17940,450000.0
20481,235245.0
11535,250000.0
11508,685000.0
6267,280000.0
4045,1290000.0
9068,334998.0
323,640000.0
13634,165000.0
12104,174000.0
2388,679000.0
423,749000.0
10166,1700000.0
4779,340000.0
7439,376500.0
7786,505000.0
15968,255000.0
16472,190000.0
14076,780000.0
4115,215000.0
15508,640000.0
13437,223000.0
17979,195000.0
9981,229900.0
8442,500000.0
14349,300523.0
8883,240000.0
19179,530000.0
9326,261000.0
2559,418200.0
2621,385000.0
2458,646000.0
16672,1090000.0
2767,334000.0
17551,744000.0
11250,350000.0
14723,752000.0
4307,520000.0
5719,325000.0
1901,695000.0
12553,350000.0
12384,242500.0
6494,305000.0
6145,817000.0
17113,612500.0
5864,438900.0
16147,324950.0
9048,219950.0
10671,280000.0
17245,245000.0
19107,335000.0
6234,810000.0
2238,446500.0
15163,799990.0
2505,205500.0
19691,550000.0
10670,751000.0
9054,259000.0
11230,565000.0
20275,407000.0
10777,515000.0
843,785000.0
7051,348000.0
13175,105500.0
34,696000.0
2127,276000.0
20514,1060000.0
9977,305000.0
12181,456200.0
6750,515000.0
8615,460000.0
12124,381800.0
11233,614000.0
13826,515000.0
12939,246000.0
6307,295000.0
16796,853505.0
12577,460000.0
18163,813000.0
6624,280000.0
20413,277140.0
20777,525000.0
17794,790000.0
17399,575000.0
15445,345000.0
5227,780000.0
13096,635000.0
14748,439800.0
12233,278000.0
4540,440000.0
2171,245000.0
1747,1320000.0
606,1040000.0
4590,357186.0
14352,375000.0
16694,856500.0
18008,483000.0
1635,561000.0
218,527000.0
4772,317000.0
8842,563000.0
9060,533000.0
8639,855000.0
4966,515000.0
15304,280000.0
14911,248000.0
4688,215000.0
5115,535000.0
16297,449950.0
828,450000.0
8008,605000.0
7985,374000.0
7883,576250.0
4836,425000.0
15312,1300000.0
10246,367000.0
2929,479000.0
3463,375000.0
4771,214100.0
8575,323500.0
4356,263400.0
20469,1070000.0
2323,286700.0
17668,740000.0
15741,270000.0
438,333500.0
14515,535000.0
15104,180000.0
1554,349500.0
12416,725000.0
12798,575000.0
14780,607500.0
2467,1620000.0
11809,490000.0
7348,518000.0
8538,298000.0
18779,495000.0
12953,452000.0
8748,226800.0
14375,375000.0
6134,1450000.0
2412,620000.0
3437,230000.0
11327,465000.0
18553,873000.0
17752,570000.0
13244,249000.0
1943,340000.0
4007,810000.0
6577,256400.0
19350,718000.0
10881,785000.0
696,267000.0
2199,530000.0
520,595000.0
14902,839000.0
4639,480000.0
2796,476000.0
16265,175000.0
9806,460000.0
7781,435000.0
5385,275053.0
7575,328000.0
9209,395000.0
11919,1190000.0
13847,405500.0
20106,483453.0
6698,223000.0
2885,637000.0
10560,711000.0
484,650000.0
1642,1270000.0
3486,410000.0
15969,337000.0
6074,265953.0
4049,291500.0
17279,849000.0
3222,145000.0
4028,1050000.0
18086,835000.0
13671,375000.0
4596,660000.0
17290,752888.0
8223,355000.0
3609,205000.0
16355,735000.0
15815,575000.0
11715,306888.0
1475,657500.0
19386,799950.0
3472,419000.0
9150,490000.0
20222,533112.0
9924,1300000.0
2712,245000.0
19756,998000.0
10351,655000.0
8144,290000.0
13529,326250.0
3045,575000.0
5453,419000.0
6225,286000.0
5701,390000.0
12683,465000.0
15974,360000.0
7510,639000.0
12301,287000.0
20247,330000.0
3386,570000.0
12481,428000.0
19478,629000.0
3286,375000.0
17863,285000.0
18236,620000.0
18152,731781.0
13995,275000.0
7555,265000.0
14968,215000.0
18480,853000.0
10241,472217.0
16342,972000.0
12050,300000.0
3429,299000.0
6108,240000.0
11124,210000.0
2119,612000.0
9512,494000.0
3616,750000.0
962,253000.0
7061,3100000.0
2214,370000.0
20072,775000.0
9626,234000.0
15734,1620000.0
10180,1700000.0
16537,525000.0
5139,625000.0
8124,400000.0
9038,715000.0
10470,950000.0
13155,447500.0
16004,213000.0
3711,280000.0
15767,365000.0
18883,268000.0
12656,390000.0
6491,990000.0
9601,308950.0
313,230000.0
9985,661500.0
11020,253500.0
1640,469000.0
5483,248000.0
251,315000.0
12025,320000.0
3578,579000.0
17735,130000.0
20078,260000.0
17375,342000.0
11863,1200000.0
2546,610000.0
8304,281000.0
20061,562500.0
2503,381500.0
7414,725000.0
738,330000.0
8944,425000.0
1580,450000.0
1611,224000.0
16700,613500.0
9161,497000.0
3169,545000.0
6714,482000.0
4842,600000.0
16925,468000.0
14353,160000.0
10869,270000.0
2420,166000.0
4373,221000.0
2937,800000.0
11499,520000.0
1346,408000.0
5459,315000.0
12049,500000.0
9849,276200.0
8999,309000.0
20244,287000.0
11320,1370000.0
6237,595000.0
17201,990000.0
18328,345000.0
10269,332000.0
13351,418000.0
11547,2580000.0
127,822500.0
10157,148226.0
9676,578500.0
9444,567500.0
2300,300000.0
15276,1300000.0
10257,799000.0
1297,450000.0
17235,315000.0
4852,235000.0
20885,270000.0
12596,300000.0
12955,1050000.0
10979,198400.0
6863,330000.0
9382,937500.0
15176,1160000.0
19463,635000.0
2789,311000.0
13142,208950.0
20501,529000.0
1006,380000.0
5735,514000.0
3230,160000.0
2305,280000.0
5005,492450.0
13758,360000.0
11616,589000.0
7913,339950.0
19067,839950.0
2518,279900.0
2751,875000.0
11958,800000.0
13415,620000.0
14763,229000.0
20472,459990.0
3100,299000.0
9888,899000.0
16658,417500.0
16600,429900.0
19228,210000.0
13229,550000.0
15182,250000.0
18982,1150000.0
19394,379900.0
14581,683000.0
1393,180000.0
10365,265000.0
13166,427500.0
12250,252000.0
4475,238000.0
4702,275000.0
10048,420000.0
12630,270000.0
4345,369000.0
10772,380000.0
15971,821000.0
19399,353000.0
4484,409000.0
15272,342000.0
16213,330000.0
5748,510000.0
10877,150000.0
5853,399950.0
5557,705000.0
451,330000.0
18244,229500.0
16805,739000.0
18897,415000.0
19587,1050000.0
16765,460000.0
7870,1250000.0
11081,615000.0
11640,270000.0
7136,879000.0
13658,875000.0
6753,430000.0
15325,322000.0
2168,468000.0
17747,335000.0
6925,280017.0
3950,441000.0
20810,377500.0
8813,250000.0
16564,770000.0
15489,640000.0
8709,259875.0
11924,339900.0
9457,550000.0
8764,255000.0
459,859900.0
13544,539950.0
15783,299000.0
1027,249500.0
4393,599000.0
4438,285000.0
2325,280000.0
7486,725000.0
2638,405000.0
18421,690000.0
1729,580000.0
16332,507500.0
16428,414950.0
3393,222000.0
20857,553000.0
2516,580000.0
3352,207000.0
4548,538000.0
16292,260000.0
12335,452500.0
6311,567500.0
1981,272500.0
7149,269000.0
14648,245000.0
20452,250000.0
18773,205000.0
11299,410000.0
5518,96500.0
13895,490000.0
20379,613500.0
12267,230000.0
17878,330000.0
5182,419000.0
18571,1190000.0
180,589000.0
19134,538000.0
12034,540000.0
9839,225000.0
2020,279000.0
980,475000.0
6685,540000.0
17357,390000.0
17296,731000.0
19665,375000.0
9093,430000.0
20882,490000.0
1510,284950.0
1034,318000.0
688,530000.0
20738,899000.0
19978,625000.0
14674,612125.0
10309,750000.0
19297,743000.0
15419,276000.0
15273,315000.0
8732,965000.0
20479,630500.0
8865,1270000.0
9398,410000.0
13194,403000.0
1427,250000.0
1328,505000.0
16440,430000.0
409,625000.0
15573,600000.0
16822,525000.0
10108,450000.0
18082,470000.0
9264,325000.0
8300,955990.0
17064,858450.0
8251,332000.0
18103,299900.0
17083,820000.0
15696,710000.0
15245,407500.0
20614,495000.0
866,660000.0
18547,890000.0
14319,330000.0
16141,396000.0
993,446450.0
9532,371000.0
18987,413800.0
19549,659000.0
1166,392400.0
14313,998000.0
20135,1110000.0
14910,175000.0
13463,870000.0
3111,271000.0
12238,335000.0
4641,415000.0
13441,593777.0
7654,525000.0
19981,939000.0
10632,360000.0
1604,349950.0
15131,599995.0
16454,917000.0
12513,246000.0
14741,265000.0
16880,715000.0
1355,283500.0
12123,442500.0
5345,565000.0
326,559900.0
2334,473000.0
5023,278500.0
2992,850000.0
11346,400000.0
6814,241000.0
5500,530000.0
5042,199999.0
7681,340000.0
7268,579000.0
18768,513000.0
6717,588000.0
4461,316750.0
19730,306500.0
4871,1530000.0
5376,485000.0
20211,1100000.0
17698,259000.0
9224,661000.0
8863,240000.0
11319,489950.0
322,295000.0
14235,730000.0
3710,2200000.0
5116,390000.0
9466,284200.0
383,1120000.0
6913,443500.0
11293,597500.0
2195,429500.0
18612,450000.0
1911,335000.0
8589,150000.0
17742,372000.0
8819,862500.0
1692,531000.0
18603,1150000.0
13993,528000.0
7431,299900.0
9144,645000.0
6356,1350000.0
5047,610000.0
7408,694000.0
20642,329950.0
10366,360000.0
14687,852000.0
10782,220000.0
13985,607000.0
9946,338000.0
7793,1480000.0
11432,319000.0
2958,1130000.0
7931,320000.0
6239,360000.0
5815,263500.0
3328,329500.0
18954,725000.0
4941,300000.0
7666,369950.0
15247,1260000.0
12793,685000.0
14672,619100.0
3143,800000.0
15364,370000.0
1962,340000.0
2150,608000.0
13435,243500.0
7755,210000.0
10718,272000.0
12900,375000.0
9250,277000.0
14317,290000.0
12059,517000.0
10115,262500.0
1968,528000.0
1805,850000.0
7363,339000.0
14360,648000.0
17684,625000.0
3571,240000.0
13208,831500.0
2930,525000.0
9423,416000.0
11592,832500.0
18128,685000.0
9273,273000.0
15654,580000.0
9056,600000.0
15365,442500.0
11852,375000.0
14984,290000.0
15277,385000.0
16552,515000.0
14860,195000.0
3508,370000.0
6987,300000.0
3265,449500.0
3489,566000.0
11286,900000.0
1457,270000.0
5525,250000.0
13314,325000.0
10144,495000.0
8696,552500.0
3070,805000.0
9478,753000.0
19512,525000.0
18053,725000.0
19509,569995.0
4106,242150.0
16846,269000.0
3721,210000.0
31,687500.0
7621,185000.0
4068,780000.0
3025,345000.0
9357,280000.0
5050,370000.0
11457,432000.0
10854,295000.0
10543,360000.0
7558,712500.0
17325,950000.0
4629,675000.0
8951,525000.0
20004,810000.0
9520,450000.0
18375,351000.0
20520,500000.0
20659,495000.0
8309,600000.0
12634,305000.0
19468,923990.0
10719,1300000.0
5568,730000.0
9613,525000.0
6384,549950.0
247,349500.0
10802,477000.0
13625,270000.0
3351,119900.0
11259,190000.0
2647,410000.0
19326,415000.0
655,280000.0
12222,370000.0
10398,207000.0
13212,612000.0
18816,780000.0
13588,2750000.0
20483,734990.0
4653,233000.0
9363,1390000.0
18912,255000.0
5207,520000.0
18647,458000.0
20899,810000.0
8496,715000.0
13532,370000.0
16269,280500.0
928,378000.0
7040,465000.0
10545,460000.0
6165,480000.0
18526,375000.0
8406,780000.0
10658,207100.0
10859,468000.0
20435,695000.0
3559,385000.0
20284,193000.0
7117,375000.0
1398,500000.0
20864,337000.0
12082,485000.0
3798,265000.0
4293,197500.0
6195,795000.0
14483,1430000.0
19821,399000.0
3282,400000.0
4448,399950.0
115,518500.0
6974,258000.0
4178,659950.0
13015,1270000.0
8914,585000.0
6385,575575.0
5857,671300.0
9527,240000.0
6599,428000.0
4084,845000.0
17423,1440000.0
18437,450000.0
13952,980000.0
10156,420000.0
12105,740000.0
12918,234300.0
3062,515000.0
7434,697000.0
10669,506000.0
17299,540000.0
15435,350000.0
7901,260000.0
2153,315000.0
1337,651000.0
20231,436000.0
17594,825000.0
4073,865000.0
19943,779380.0
9495,750000.0
20217,320000.0
14290,655000.0
1433,420000.0
5635,616000.0
3926,262500.0
5460,800000.0
2115,399000.0
19086,600000.0
17257,570000.0
8076,782000.0
20158,616950.0
15013,519000.0
5945,455000.0
19162,710000.0
19563,650880.0
2485,675000.0
19337,295000.0
1712,883000.0
10021,630000.0
18072,746300.0
11076,290000.0
2533,590000.0
4048,525000.0
3376,454200.0
18425,925000.0
1535,390000.0
16504,600000.0
14274,239000.0
4351,320000.0
2177,270000.0
8225,353000.0
6424,350000.0
7172,440000.0
1147,334950.0
2174,390000.0
8746,952000.0
18409,482000.0
17246,370000.0
2308,325000.0
18497,182000.0
13577,805000.0
7712,141800.0
19826,760000.0
13534,160000.0
4794,860000.0
14675,350000.0
3707,347500.0
19922,469995.0
7744,342000.0
19390,498000.0
8647,188000.0
2641,722500.0
5971,738515.0
15963,395000.0
15205,725000.0
5800,925000.0
19015,369950.0
7934,364950.0
12371,400000.0
6275,755000.0
17886,672600.0
9681,649950.0
3189,445000.0
7417,639500.0
7167,250000.0
12896,385000.0
1719,256000.0
5216,290000.0
11099,855000.0
13613,714000.0
1350,658588.0
18285,325500.0
2571,820000.0
18976,185000.0
19526,535000.0
2425,356500.0
7658,203000.0
5201,760000.0
15033,459000.0
2605,405000.0
16190,146300.0
17648,712000.0
5653,295000.0
6105,415000.0
9502,304000.0
20318,409316.0
13038,620000.0
1063,453500.0
20904,429000.0
265,236000.0
4740,820000.0
1827,330000.0
20320,415000.0
20145,530000.0
14873,344500.0
16938,220000.0
18645,721000.0
8262,293550.0
20629,1350000.0
6076,535000.0
20057,1140000.0
6602,190000.0
5762,724800.0
3931,937500.0
15680,190000.0
2346,349950.0
2848,464000.0
8351,692000.0
2408,475000.0
18051,618000.0
10933,383000.0
10076,449500.0
54,885000.0
7071,435000.0
14371,327000.0
8054,235000.0
5252,890000.0
8485,287000.0
695,405500.0
17354,213000.0
17935,580000.0
5140,270000.0
15608,290000.0
1261,225000.0
6885,630000.0
2277,575000.0
4634,895000.0
11433,635000.0
12751,1700000.0
9872,457500.0
1815,410500.0
10991,825000.0
5980,219000.0
12586,309950.0
1530,475000.0
14725,678700.0
8835,487500.0
1163,479000.0
15466,762450.0
9222,417000.0
2480,1240000.0
10820,344950.0
139,665000.0
19001,419950.0
12687,339950.0
2812,699000.0
17629,270000.0
9854,466000.0
20534,610000.0
19420,329900.0
10943,314950.0
15391,960000.0
17804,825000.0
3479,525000.0
15468,564000.0
16175,340000.0
20075,249000.0
9845,505000.0
12245,627500.0
19295,859990.0
14781,550000.0
14314,725000.0
20462,265050.0
5887,464950.0
17133,349950.0
20790,850000.0
14329,545000.0
4441,405000.0
12538,469950.0
20137,1250000.0
6831,360000.0
12978,520000.0
10226,650000.0
5018,195000.0
9008,720000.0
14634,135000.0
6550,2250000.0
3784,450000.0
19879,350000.0
18434,1230000.0
3507,938000.0
20677,331000.0
14106,325000.0
17583,535000.0
11013,299880.0
3519,440000.0
11456,410500.0
8147,302100.0
8091,404500.0
10206,360000.0
14514,625000.0
18577,727500.0
2202,354950.0
1227,363000.0
7302,535000.0
11832,490000.0
14168,295000.0
20580,389950.0
13785,1950000.0
14727,715000.0
15054,745000.0
10440,976000.0
5784,255000.0
11337,295000.0
16922,959750.0
5437,212000.0
17147,241000.0
13357,168000.0
17904,1650000.0
20123,419900.0
16939,631500.0
17227,508450.0
5916,700000.0
7920,389500.0
19632,289950.0
15677,375000.0
20291,705000.0
6847,281500.0
1522,1180000.0
19202,330000.0
2483,695000.0
19309,801000.0
3974,700000.0
20280,533380.0
15669,447000.0
3043,700000.0
1202,449000.0
210,477000.0
10110,359000.0
18102,306000.0
10384,194000.0
3528,158000.0
15730,315000.0
1450,399000.0
2361,381000.0
17553,511100.0
7834,435000.0
2826,335000.0
19023,275000.0
424,722500.0
15062,294000.0
16931,241500.0
15789,261350.0
4564,260000.0
10908,498000.0
2008,502000.0
3200,240000.0
16493,190000.0
1061,435000.0
4489,414000.0
17171,427000.0
6868,240000.0
